orden,sitios,codigo,fecha,año,campaña,tem_agua,tem_aire,od,ph,olores,color,espumas,mat_susp,colif_fecales_ufc_100ml,escher_coli_ufc_100ml,enteroc_ufc_100ml,nitrato_mg_l,nh4_mg_l,p_total_l_mg_l,fosf_ortofos_mg_l,dbo_mg_l,dqo_mg_l,turbiedad_ntu,hidr_deriv_petr_ug_l,cr_total_mg_l,cd_total_mg_l,clorofila_a_ug_l,microcistina_ug_l,ica,calidad_de_agua,gobierno_local,sitio,latitud,longitud,Poblacion_partido,Personas_con_cloacas,Actividad_principal,"Agricultura, ganadería, caza y silvicultura",Pesca explotación de criaderos de peces y granjas piscícolas y servicios conexos,Explotación de minas y canteras,Industria Manufacturera,"Electricidad, gas y agua",Construcción,Servicios
,,CA CU01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CABA,Reserva ecológica ciudad universitaria costanera norte,-34.535.878,-58.445.933,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
,,CA CU02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CABA,Reserva ciudad universitaria: boca de entrada al humedal  desembocadura arroyo white,-34.537.272,-58.448.339,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
,,CA CU03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CABA,Reserva ciudad universitaria: marisma canal de marea principal,-34.538.686,-58.445.589,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
,,CA CU04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CABA,Reserva ciudad universitaria: humedal central   planicie de marea,-34.539.667,-58.443.781,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
,,CA CU05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CABA,Reserva ciudad universitaria: dique sur subsistema laguna,-34.540.675,-584.419,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
18.0,Parque de los Niños,CA041,23/2/2022,2022,Verano,26.1,no se midió,4.8,7.4,Ausencia,Ausencia,Ausencia,Ausencia,1800,1300,10,4.6,1.2,0.24,0.2,no se midió,29,22,no se midió,<0.005,<0.002,no se midió,no se midió,54,Muy deteriorada,,,,,,,,,,,,,,
18.0,Parque de los Niños,CA041,4/5/2022,2022,otoño,17.7,no se midió,7.8,7.6,Ausencia,Ausencia,Ausencia,Ausencia,26000,10000,960,10.1,0.77,no se midió,0.19,<5,<50,71,<0.10,<0.005,<0.001,<10,<0.15,42,Extremadamente deteriorada,,,,,,,,,,,,,,
18.0,Parque de los Niños,CA041,23/8/2022,2022,invierno,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,,no se midió,no se midió,,,,,,,,,,,,,,,
18.0,Parque de los Niños,CA041,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,,,,,,,,,,,,,,,,
19.0,Costanera Norte - Espigón Abanico,CA044,23/2/2022,2022,Verano,25.4,no se midió,7.3,7.4,Ausencia,Ausencia,Ausencia,Ausencia,900,700,30,4,0.9,0.33,0.36,11,29,22,no se midió,<0.005,<0.002,no se midió,no se midió,59,Muy deteriorada,CABA,Costanera norte espigón abanico,-34.547.089,-58.430.231,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
19.0,Costanera Norte - Espigón Abanico,CA044,4/5/2022,2022,otoño,16.4,no se midió,6.2,7.3,Ausencia,Ausencia,Ausencia,Ausencia,20000,15000,800,7.1,1.16,no se midió,0.20,<5,<50,84,<0.10,<0.005,<0.001,<10,<0.15,42,Extremadamente deteriorada,CABA,Costanera norte espigón abanico,-34.547.089,-58.430.231,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
19.0,Costanera Norte - Espigón Abanico,CA044,23/8/2022,2022,invierno,14.6,,7,7.6,Ausencia,Ausencia,Ausencia,Ausencia,90000,30,2,13.7,2.9,no se midió,0.4,<5,<50,54, <0.10,no se midió,no se midió,<10, <0.15,36,Extremadamente deteriorada,CABA,Costanera norte espigón abanico,-34.547.089,-58.430.231,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
19.0,Costanera Norte - Espigón Abanico,CA044,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,,,CABA,Costanera norte espigón abanico,-34.547.089,-58.430.231,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
20.0,Club de Pescadores,CA046,23/2/2022,2022,Verano,24.7,no se midió,5.6,7.4,Ausencia,Ausencia,Ausencia,Ausencia,1300,600,100,3.1,0.6,0.22,0.2,7,29,35,no se midió,<0.005,<0.002,no se midió,no se midió,60,Muy deteriorada,CABA,Club de pescadores,-34.563.231,-58.404.119,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
20.0,Club de Pescadores,CA046,4/5/2022,2022,otoño,18.2,no se midió,5,7.4,Ausencia,Ausencia,Ausencia,Ausencia,104000,50000,5000,9.7,2.05,no se midió,0.18,<5,<50,85,<0.10,<0.005,<0.001,<10,<0.15,39,Extremadamente deteriorada,CABA,Club de pescadores,-34.563.231,-58.404.119,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
20.0,Club de Pescadores,CA046,23/8/2022,2022,invierno,14.9,,8.9,7.8,Ausencia,Ausencia,Ausencia,Ausencia,1600000,18,2,11.7,2,no se midió,0.39,<5,<50,67, <0.10,no se midió,no se midió,<10, <0.15,36,Extremadamente deteriorada,CABA,Club de pescadores,-34.563.231,-58.404.119,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
20.0,Club de Pescadores,CA046,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,,,CABA,Club de pescadores,-34.563.231,-58.404.119,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
21.0,Reserva Ecológica Costanera Sur - Playita,CA047,23/2/2022,2022,Verano,24.7,no se midió,8,7.5,Ausencia,Ausencia,Ausencia,Ausencia,400,200,20,5.1,0.5,0.18,0.35,4.9,29,31,no se midió,<0.005,<0.002,no se midió,no se midió,76,Deteriorada,CABA,Reserva ecológica costanera sur playita,-34.612.761,-58.340.611,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
21.0,Reserva Ecológica Costanera Sur - Playita,CA047,4/5/2022,2022,otoño,16.4,no se midió,9,7.4,Ausente,Ausente,Ausente,Ausente,19000,5000,560,8.2,0.77,no se midió,0.17,<5,<50,75,<0.10,<0.005,<0.001,<10,<0.15,43,Extremadamente deteriorada,CABA,Reserva ecológica costanera sur playita,-34.612.761,-58.340.611,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
21.0,Reserva Ecológica Costanera Sur - Playita,CA047,23/8/2022,2022,invierno,15.1,no se midió,10,7.8,Ausencia,Ausencia,Ausencia,Ausencia,4000,3,300,11.5,0.75,no se midió,0.37,<5,<50,48, <0.10,no se midió,no se midió,560, <0.15,45,Muy deteriorada,CABA,Reserva ecológica costanera sur playita,-34.612.761,-58.340.611,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
21.0,Reserva Ecológica Costanera Sur - Playita,CA047,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,no midieron este día,,,CABA,Reserva ecológica costanera sur playita,-34.612.761,-58.340.611,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
,,EN AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ensenada,Boca cerrada (res. extra nat. punta Lara),-34.781.253,-58.008.481,63.997,37.375,"""siderúrgica y refineria de petroleo""",,,,,,,
33.0,Boca Cerrada (Res.Nat. Punta Lara),EN-extra,23/2/2022,2022,Verano,no se midió,25,no se midió,no se determinó,Ausencia,Ausencia,Ausencia,Ausencia,,,,5.6,0.049,0.33,0.32,3.1,29,45,<0.10,0.005,<0.001,54.1,<0.20,55,Muy deteriorada,,,,,,,,,,,,,,
33.0,Boca Cerrada (Res.Nat. Punta Lara),EN-extra,4/5/2022,2022,otoño,no se midió,8,no se midió,no se midió,Ausencia,Ausencia,Ausencia,Ausencia,1800,400,50,3.9,<0.05,0.53,0.52,9.4,72,90,<0.10,0.006,<0.001,<10,<0.15,51,Muy deteriorada,,,,,,,,,,,,,,
33.0,Boca Cerrada (Res.Nat. Punta Lara),EN-extra,23/8/2022,2022,invierno,no se midió,16,no se midió,no se midió,Ausencia,Ausencia,Ausencia,Ausencia,2600,200,10,13.3,0.88,0.35,0.27,9.4,<30,16, <0.10,<0.005,<0.001,3590, <0.15,42,Extremadamente deteriorada,,,,,,,,,,,,,,
33.0,Boca Cerrada (Res.Nat. Punta Lara),EN-extra,31/10/2022,2022,Primavera,no se midió,10,no se midió,no se midió,Ausencia,Ausencia,Ausencia,Ausencia,150,100,30,6.2,0.14,0.60,0.38,no se midió,72,39,<0.10,10,<0.001,74.2,<0.15,41,Extremadamente deteriorada,,,,,,,,,,,,,,
34.0,Camping Eva Perón,EN081,23/2/2022,2022,Verano,23.4,27,10.34,9.16,Presencia,Presencia,Presencia,Presencia,1200,100,40,5.2,0.06,0.39,0.38,4.7,29,65,<0.10,<0.005,<0.001,77.2,<0.20,42,Extremadamente deteriorada,Ensenada,Camping Eva Perón,-34.820.711,-57.965.319,63.997,37.375,"""siderúrgica y refineria de petroleo""",,,,,,,
34.0,Camping Eva Perón,EN081,4/5/2022,2022,otoño,13.6,8,12.84,10.02,Ausencia,Ausencia,Ausencia,Ausencia,1600,50,10,4.7,<0.05,0.40,0.37,5.4,74,90,<0.10,0.007,<0.001,<10,<0.15,59,Muy deteriorada,Ensenada,Camping Eva Perón,-34.820.711,-57.965.319,63.997,37.375,"""siderúrgica y refineria de petroleo""",,,,,,,
34.0,Camping Eva Perón,EN081,23/8/2022,2022,invierno,13.9,10,10.88,8.52,Ausencia,Ausencia,Ausencia,Ausencia,2400,370,140,13.2,5.6,0.95,0.95,9.3,<30,16, <0.10,<0.005,<0.001,280, 0.21,42,Extremadamente deteriorada,Ensenada,Camping Eva Perón,-34.820.711,-57.965.319,63.997,37.375,"""siderúrgica y refineria de petroleo""",,,,,,,
34.0,Camping Eva Perón,EN081,31/10/2022,2022,Primavera,16,7,11.05,"9,17",Ausencia,Ausencia,Ausencia,Ausencia,210,80,90,5.9,0.15,0.36,0.21,no se midió,33,31,<0.10,<0.005,<0.001,36.5,0.19,38,Extremadamente deteriorada,Ensenada,Camping Eva Perón,-34.820.711,-57.965.319,63.997,37.375,"""siderúrgica y refineria de petroleo""",,,,,,,
35.0,Toma de agua Club de Pesca,EN082,23/2/2022,2022,Verano,24.7,27,7.17,8.11,Ausencia,Ausencia,Ausencia,Ausencia,750,300,130,6.3,0.049,0.35,0.24,1.9,29,34,<0.10,<0.005,<0.001,13.4,<0.20,56,Muy deteriorada,,,,,,,,,,,,,,
35.0,Toma de agua Club de Pesca,EN082,4/5/2022,2022,otoño,14.3,8,8.57,8.09,Ausencia,Ausencia,Ausencia,Ausencia,500,20,10,8.4,<0.05,0.23,0.17,<2.0,64,55,<0.10,<0.005,<0.001,120,<0.15,64,Muy deteriorada,,,,,,,,,,,,,,
35.0,Toma de agua Club de Pesca,EN082,23/8/2022,2022,invierno,13,10,8.14,8.14,Ausencia,Ausencia,Ausencia,Ausencia,4000,110,113,14.4,0.33,0.26,0.26,6.5,<30,18, <0.10,<0.005,<0.001,4650, 0.25,45,Muy deteriorada,,,,,,,,,,,,,,
35.0,Toma de agua Club de Pesca,EN082,31/10/2022,2022,Primavera,17.2,6,8.38,"8,09",Ausencia,Ausencia,Ausencia,Ausencia,95,35,50,5.7,0.41,0.29,0.23,no se midió,46,26,<0.10,<0.005,<0.001,29.4,<0.15,41,Extremadamente deteriorada,,,,,,,,,,,,,,
36.0,Arroyo El Gato,EN083,23/2/2022,2022,Verano,24.2,27,3.54,7.76,Ausencia,Ausencia,Ausencia,Ausencia,5000,400,850,13.1,0.049,0.33,0.21,7.4,29,12,<0.10,<0.005,<0.001,<10,<0.20,46,Muy deteriorada,,,,,,,,,,,,,,
36.0,Arroyo El Gato,EN083,4/5/2022,2022,otoño,14.5,8,5.71,7.52,Ausencia,Ausencia,Ausencia,Ausencia,20000,1100,1540,21.9,<0.05,0.34,0.30,10,63,24,<0.10,<0.005,<0.001,350,1.67,40,Extremadamente deteriorada,,,,,,,,,,,,,,
36.0,Arroyo El Gato,EN083,23/8/2022,2022,invierno,12.8,9,2.49,8.01,Ausencia,Ausencia,Ausencia,Ausencia,192000,60,24,2,22,1.2,1.2,18,<30,"8,6", <0.10,<0.005,<0.001,1960, <0.15,32,Extremadamente deteriorada,,,,,,,,,,,,,,
36.0,Arroyo El Gato,EN083,31/10/0202,2022,Primavera,18,4,7.36,"7,87",Ausencia,Ausencia,Ausencia,Ausencia,800,700,220,5.4,2.3,0.36,0.23,no se midió,<30,23,<0.10,<0.005,<0.001,16.7,<0.15,37,Extremadamente deteriorada,,,,,,,,,,,,,,
37.0,Ensenada Prefectura Isla Santiago,EN084,23/2/2022,2022,Verano,23.9,27,8.08,8.31,Ausencia,Ausencia,Ausencia,Ausencia,1800,100,80,8,0.1,0.27,0.22,1.9,29,35,<0.10,<0.005,<0.001,17.4,<0.20,57,Muy deteriorada,Ensenada,Ensenada prefectura isla Santiago,-34.833.911,-57.880.211,63.997,37.375,"""siderúrgica y refineria de petroleo""",,,,,,,
37.0,Ensenada Prefectura Isla Santiago,EN084,4/5/2022,2022,otoño,15.6,8,7.75,7.99,Ausencia,Ausencia,Ausencia,Ausencia,1600,200,45,13.2,<0.05,0.23,0.18,2.3,56,55,<0.10,<0.005,<0.001,350,<0.15,55,Muy deteriorada,Ensenada,Ensenada prefectura isla Santiago,-34.833.911,-57.880.211,63.997,37.375,"""siderúrgica y refineria de petroleo""",,,,,,,
37.0,Ensenada Prefectura Isla Santiago,EN084,23/8/2022,2022,invierno,12.7,9,9,8.23,Ausencia,Ausencia,Ausencia,Ausencia,3000,720,250,14.8,1.9,0.15,0.15,5.1,<30,"7,3", <0.10,<0.005,<0.001,1290, <0.15,46,Muy deteriorada,Ensenada,Ensenada prefectura isla Santiago,-34.833.911,-57.880.211,63.997,37.375,"""siderúrgica y refineria de petroleo""",,,,,,,
37.0,Ensenada Prefectura Isla Santiago,EN084,31/10/0202,2022,Primavera,17.1,5,8.98,"8,05",Ausencia,Ausencia,Ausencia,Ausencia,130,30,45,6.1,0.4,0.24,0.24,no se midió,<30,39,<0.10,<0.005,<0.001,0.6,<0.15,54,Muy deteriorada,Ensenada,Ensenada prefectura isla Santiago,-34.833.911,-57.880.211,63.997,37.375,"""siderúrgica y refineria de petroleo""",,,,,,,
27.0,Espora 400 m,QU061,23/2/2022,2022,Verano,23,22,10.6,8.2,Ausencia,Ausencia,Ausencia,Ausencia,1200,100,20,6,0.049,0.4,0.39,1.9,29,26,<0.10,<0.005,<0.001,42.1,<0.20,59,Muy deteriorada,Quilmes,Espora 400 m,-3.469.195,-58.253.889,633.391,469.008,Pesca explotación de criaderos de peces y granjas piscícolas y servicios conexos,5.0,1.0,0.0,3.0,2.0,2.0,2.0
27.0,Espora 400 m,QU061,4/5/2022,2022,otoño,16,13,5.97,7.05,Ausencia,Ausencia,Ausencia,Ausencia,27000,300,5,11.9,<0.05,0.53,0.50,7.3,90,34,<0.10,<0.005,<0.001,<10,<0.15,45,Muy deteriorada,Quilmes,Espora 400 m,-3.469.195,-58.253.889,633.391,469.008,Pesca explotación de criaderos de peces y granjas piscícolas y servicios conexos,5.0,1.0,0.0,3.0,2.0,2.0,2.0
27.0,Espora 400 m,QU061,23/8/2022,2022,invierno,14.2,14,6.21,7.12,Ausencia,Ausencia,Ausencia,Ausencia,16000,130,100,13.5,3.9,0.63,0.62,7.3,<30,"7,5", <0.10,0.0069,<0.001,<10, <0.15,42,Extremadamente deteriorada,Quilmes,Espora 400 m,-3.469.195,-58.253.889,633.391,469.008,Pesca explotación de criaderos de peces y granjas piscícolas y servicios conexos,5.0,1.0,0.0,3.0,2.0,2.0,2.0
27.0,Espora 400 m,QU061,31/10/2022,2022,Primavera,18.5,13,7.49,"7,06",Ausencia,Ausencia,Ausencia,Presencia,80,70,4,4.7,1.3,0.31,0.30,no se midió,<30,17,<0.10,<0.005,<0.001,0.0,<0.15,62,Muy deteriorada,Quilmes,Espora 400 m,-3.469.195,-58.253.889,633.391,469.008,Pesca explotación de criaderos de peces y granjas piscícolas y servicios conexos,5.0,1.0,0.0,3.0,2.0,2.0,2.0
28.0,Náutico 400 m,QU062,23/2/2022,2022,Verano,24,23,9.59,7.94,Ausencia,Ausencia,Ausencia,Ausencia,1000,100,10,5.7,0.06,0.39,0.29,no se midió,29,26,<0.10,<0.005,<0.001,28,1,48,Muy deteriorada,,,,,,,,,,,,,,
28.0,Náutico 400 m,QU062,4/5/2022,2022,otoño,16.1,13,5.14,6.93,Ausencia,Ausencia,Ausencia,Ausencia,20000,150,100,12.1,<0.05,0.43,0.41,4.3,82,37,<0.10,<0.005,<0.001,<10,<0.15,45,Muy deteriorada,,,,,,,,,,,,,,
28.0,Náutico 400 m,QU062,23/8/2022,2022,invierno,14.3,14,5.77,7.16,Presencia,Ausencia,Ausencia,Presencia,27000,430,100,7.7,3.8,0.57,0.46,11,<30,17, <0.10,0.0079,<0.001,<10, <0.15,33,Extremadamente deteriorada,,,,,,,,,,,,,,
28.0,Náutico 400 m,QU062,31/10/2022,2022,Primavera,18.6,13,7.38,"7,08",Ausencia,Ausencia,Ausencia,Presencia,120,80,20,5.1,0.71,0.49,0.31,no se midió,<30,20,<0.10,<0.005,<0.001,17.0,<0.15,41,Extremadamente deteriorada,,,,,,,,,,,,,,
29.0,Pejerrey Club 400 m,QU063,23/2/2022,2022,Verano,23,22,12.15,8.5,Ausencia,Ausencia,Ausencia,Ausencia,1000,200,10,4.3,0.049,0.37,0.31,4.4,49,36,<0.10,<0.005,<0.001,140.8,<0.20,55,Muy deteriorada,,,,,,,,,,,,,,
29.0,Pejerrey Club 400 m,QU063,4/5/2022,2022,otoño,15.3,13,9.97,7.61,Ausencia,Ausencia,Ausencia,Ausencia,170000,110,180,11.3,0.41,0.49,0.40,9.4,48,38,<0.10,<0.005,<0.001,1030,<0.15,40,Extremadamente deteriorada,,,,,,,,,,,,,,
29.0,Pejerrey Club 400 m,QU063,23/8/2022,2022,invierno,13.4,14,8.05,7.29,Ausencia,Ausencia,Ausencia,Ausencia,50000,3,380,16.3,1.1,0.51,0.39,11,<30,27, <0.10,0.0082,<0.001,760, <0.15,36,Extremadamente deteriorada,,,,,,,,,,,,,,
29.0,Pejerrey Club 400 m,QU063,31/10/2022,2022,Primavera,18.3,13,7,"7,24",Ausencia,Ausencia,Presencia,Ausencia,900,800,20,5.6,0.64,0.76,0.44,no se midió,39,25,<0.10,6,<0.001,63.7,<0.15,36,Extremadamente deteriorada,,,,,,,,,,,,,,
10.0,Del Arca,SF015,23/2/2022,2022,Verano,21.5,23,3.85,6.66,Ausencia,Ausencia,Ausencia,Presencia,2200,100,270,5.4,0.049,0.28,0.39,1.9,29,28,<0.10,<0.005,<0.001,<10,<0.20,51,Muy deteriorada,San Fernando,Del arca,-34.438.919,-58.536.519,171.616,157.308,"""Actividad náutica""",2.0,7.0,0.0,5.0,7.0,7.0,5.0
10.0,Del Arca,SF015,4/5/2022,2022,otoño,17,14,5.56,7.3,ausencia,ausencia,ausencia,ausencia,90000,4200,1500,5.1,0.98,0.26,0.24,<2.0,34,50,<0.10,<0.005,<0.001,<10,<0.15,39,Extremadamente deteriorada,San Fernando,Del arca,-34.438.919,-58.536.519,171.616,157.308,"""Actividad náutica""",2.0,7.0,0.0,5.0,7.0,7.0,5.0
10.0,Del Arca,SF015,23/8/2022,2022,invierno,16.3,16,5.7,5,Ausencia,Ausencia,Ausencia,Ausencia,740000,15,5,8.7,3.1,0.47,0.47,10,<30,19, <0.10,<0.005,<0.001,930, <0.15,34,Extremadamente deteriorada,San Fernando,Del arca,-34.438.919,-58.536.519,171.616,157.308,"""Actividad náutica""",2.0,7.0,0.0,5.0,7.0,7.0,5.0
10.0,Del Arca,SF015,31/10/2022,2022,Primavera,20.4,14,7.78,"6,85",Ausencia,Ausencia,Ausencia,Ausencia,1300,1000,260,3.7,0.74,0.23,0.23,no se midió,<30,39,<0.10,<0.005,<0.001,0.1,<0.15,58,Muy deteriorada,San Fernando,Del arca,-34.438.919,-58.536.519,171.616,157.308,"""Actividad náutica""",2.0,7.0,0.0,5.0,7.0,7.0,5.0
11.0,Espigón La Farola,SI021,23/2/2022,2022,Verano,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,,,,,,,,,,,,,,,,
11.0,Espigón La Farola,SI021,4/5/2022,2022,otoño,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,,,,,,,,,,,,,,,,
11.0,Espigón La Farola,SI021,23/8/2022,2022,invierno,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,,,,,,,,,,,,,,,,
11.0,Espigón La Farola,SI021,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,,,,,,,,,,,,,,,,
12.0,Reserva Ecológica,SI022,23/2/2022,2022,Verano,27,26,5.83,6.9,Ausencia,Ausencia,Ausencia,Ausencia,6000,800,760,5.9,0.75,0.22,0.18,1.9,41,19,<0.10,<0.005,<0.001,<10,<0.20,46,Muy deteriorada,San Isidro,Reserva ecológica,-34.465.281,-58.493.061,297.282,275.528,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",0.0,5.0,1.0,6.0,3.0,1.0,1.0
12.0,Reserva Ecológica,SI022,4/5/2022,2022,otoño,17.5,16,6.7,7.1,Ausencia,Ausencia,Ausencia,Ausencia,3500,300,160,6.1,0.45,0.18,0.15,<2.0,180,45,<0.10,<0.005,<0.001,<10,<0.15,55,Muy deteriorada,San Isidro,Reserva ecológica,-34.465.281,-58.493.061,297.282,275.528,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",0.0,5.0,1.0,6.0,3.0,1.0,1.0
12.0,Reserva Ecológica,SI022,23/8/2022,2022,invierno,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,,,San Isidro,Reserva ecológica,-34.465.281,-58.493.061,297.282,275.528,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",0.0,5.0,1.0,6.0,3.0,1.0,1.0
12.0,Reserva Ecológica,SI022,31/10/2022,2022,Primavera,21,19.0,6.4,7,ausencia,ausencia,ausencia,ausencia,300,160,110,3.6,1.3,0.33,0.32,no se midió,39,29,<0.10,<0.005,<0.001,5.9,<0.15,41,Extremadamente deteriorada,San Isidro,Reserva ecológica,-34.465.281,-58.493.061,297.282,275.528,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",0.0,5.0,1.0,6.0,3.0,1.0,1.0
14.0,Perú Puente,SI023,23/2/2022,2022,Verano,26.1,27,1.8,6.2,Ausencia,Ausencia,Ausencia,Presencia,28000,5200,3300,1.9,7.2,0.43,0.32,7.1,29,7.5,<0.10,<0.005,<0.001,<10,<0.20,33,Extremadamente deteriorada,San Isidro,Perú puente,-34.484.169,-5.847.945,297.282,275.528,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",0.0,5.0,1.0,6.0,3.0,1.0,1.0
14.0,Perú Puente,SI023,4/5/2022,2022,otoño,20,17,1.39,7.4,Ausencia,Ausencia,Ausencia,Presencia,96000,44000,4200,10.8,5.7,0.77,0.73,5.2,57,2.5,<0.10,<0.005,<0.001,<10,<0.15,35,Extremadamente deteriorada,San Isidro,Perú puente,-34.484.169,-5.847.945,297.282,275.528,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",0.0,5.0,1.0,6.0,3.0,1.0,1.0
14.0,Perú Puente,SI023,23/8/2022,2022,invierno,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,,,San Isidro,Perú puente,-34.484.169,-5.847.945,297.282,275.528,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",0.0,5.0,1.0,6.0,3.0,1.0,1.0
14.0,Perú Puente,SI023,31/10/2022,2022,Primavera,21,19.0,3.3,7,ausencia,ausencia,ausencia,ausencia,6500,6600,1500,6.3,7.1,0.86,0.86,no se midió,32,9.3,<0.10,<0.005,<0.001,0.2,<0.15,51,Muy deteriorada,San Isidro,Perú puente,-34.484.169,-5.847.945,297.282,275.528,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",0.0,5.0,1.0,6.0,3.0,1.0,1.0
13.0,Playa Espigón de Pacheco,SI024,23/2/2022,2022,Verano,26.5,27,5.3,7.49,Ausencia,Ausencia,Ausencia,Ausencia,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,,,,,,,,,,,,,,,,
